ds,y
2013-01-01,0.0
2013-01-02,0.0
2013-01-03,0.0
2013-01-04,0.0
2013-01-05,0.0
2013-01-06,0.0
2013-01-07,-0.45923050373883534
2013-01-08,1.4097726440248508
2013-01-09,2.1016153474504122
2013-01-10,0.7460802287021459
2013-01-11,1.5350689599220384
2013-01-12,0.8158695402473448
2013-01-13,1.0106383174843705
2013-01-14,-0.13585314620662545
2013-01-15,0.414201393492009
2013-01-16,-0.09241532356335128
2013-01-17,1.320097657837647
2013-01-18,-0.5285829373002492
2013-01-19,-1.2090177358764251
2013-01-20,-1.4044319350445804
2013-01-21,-1.158304806553713
2013-01-22,-1.3804914246825752
2013-01-23,0.5684242885039659
2013-01-24,0.8881183759555094
2013-01-25,0.10660210868113419
2013-01-26,0.3529255673522744
2013-01-27,0.33666991917865485
2013-01-28,1.1510161315555245
2013-01-29,0.661366688624309
2013-01-30,1.073134995142802
2013-01-31,1.5789772498610068
2013-02-01,1.0943402056707943
2013-02-02,1.0168244796915986
2013-02-03,1.7385382892367063
2013-02-04,0.9646619131543026
2013-02-05,0.15167358968353412
2013-02-06,-0.10673700848654895
2013-02-07,-1.281932180712828
2013-02-08,-1.8241664708689573
2013-02-09,-0.6086037400252406
2013-02-10,-0.5329752938181272
2013-02-11,0.2637327570603219
2013-02-12,-0.1464716367437249
2013-02-13,1.2502753949640772
2013-02-14,1.6463079215083831
2013-02-15,1.9517191213307383
2013-02-16,-1.145765099094144
2013-02-17,-1.2767351305374222
2013-02-18,-0.20253954373911565
2013-02-19,-0.10479218081294055
2013-02-20,0.7567309388894842
2013-02-21,1.4090497796058434
2013-02-22,1.3807459665963857
2013-02-23,0.07205442527742963
2013-02-24,-0.44728699655605136
2013-02-25,-0.5905085673694309
2013-02-26,-0.21635657585900775
2013-02-27,1.2485321988315177
2013-02-28,0.5300475821341494
2013-03-01,-0.5053838500728836
2013-03-02,0.4660162842652095
2013-03-03,0.4892240945259617
2013-03-04,-0.9409868472885241
2013-03-05,1.2118973371871682
2013-03-06,1.18359463752405
2013-03-07,1.7152495159498478
2013-03-08,1.4374501068612158
2013-03-09,1.3462460748080802
2013-03-10,0.35353461708017747
2013-03-11,0.511010340459966
2013-03-12,-0.0024535389698889486
2013-03-13,-1.762115809219217
2013-03-14,-0.8616194669684478
2013-03-15,0.5673432797884528
2013-03-16,-1.691649501381412
2013-03-17,0.017097972813539447
2013-03-18,0.6599473768133424
2013-03-19,0.06541655001393679
2013-03-20,2.049621525968856
2013-03-21,0.0389236380336337
2013-03-22,0.4938970325362796
2013-03-23,0.9815269584428122
2013-03-24,0.6149042877898969
2013-03-25,-0.8348985534375633
2013-03-26,-0.7526302742915105
2013-03-27,-1.6353487353359744
2013-03-28,-0.8387163215058505
2013-03-29,-0.9998416257110706
2013-03-30,0.11813607854480426
2013-03-31,0.4013777799982996
2013-04-01,1.5307339124735475
2013-04-02,1.178529653071038
2013-04-03,1.3102664879224004
2013-04-04,0.24929150147702736
2013-04-05,0.7171931066812581
2013-04-06,0.7168144313287368
2013-04-07,2.1291712097812363
2013-04-08,1.2760222451246896
2013-04-09,1.4067749146289774
2013-04-10,0.9863320419368212
2013-04-11,0.7653342278614457
2013-04-12,-0.07068512282130887
2013-04-13,0.9474875551036315
2013-04-14,-1.4738448823791872
2013-04-15,-1.2622290295562175
2013-04-16,1.796154416752628
2013-04-17,-0.2590951570292676
2013-04-18,0.49726871307776616
2013-04-19,-0.8445609702673879
2013-04-20,0.7023134011788409
2013-04-21,-1.1439931603548172
2013-04-22,-1.1467497161864273
2013-04-23,-0.19393607128954485
2013-04-24,0.9333189494528298
2013-04-25,1.3177137428555608
2013-04-26,0.33935004317028294
2013-04-27,1.0820681037645983
2013-04-28,0.5101312881625367
2013-04-29,1.4274091816306738
2013-04-30,0.3346369967381108
2013-05-01,0.9751401084215148
2013-05-02,-1.2292657309818
2013-05-03,-1.7738302891667588
2013-05-04,1.2700198790150483
2013-05-05,0.8519145774427319
2013-05-06,0.8364619045200213
2013-05-07,0.7234952488876596
2013-05-08,1.2201843697323456
2013-05-09,0.8447201809418509
2013-05-10,0.7234361924499747
2013-05-11,-1.8210560732960355
2013-05-12,-1.5919992623109305
2013-05-13,-0.46563255655932206
2013-05-14,-0.10858568050614165
2013-05-15,0.44636020995936576
2013-05-16,0.6387631308477963
2013-05-17,0.7470354077551409
2013-05-18,-0.5372824970118488
2013-05-19,1.9757053594041278
2013-05-20,1.6675711543505631
2013-05-21,1.0551687752785814
2013-05-22,1.0609477769500153
2013-05-23,1.0433238035270076
2013-05-24,1.0896077485193876
2013-05-25,1.3532162676523165
2013-05-26,0.41818869713019496
2013-05-27,-1.2725002647368509
2013-05-28,-1.463019909379089
2013-05-29,-1.552832462894579
2013-05-30,-1.6054940723442892
2013-05-31,-0.7615914990482346
2013-06-01,-1.1678936637573114
2013-06-02,-0.8094375230245169
2013-06-03,1.3357071745917122
2013-06-04,1.3578217841816143
2013-06-05,1.4665116268247778
2013-06-06,-1.2075886624487706
2013-06-07,-0.019791112339184798
2013-06-08,-0.0774888143892183
2013-06-09,0.6556953144613731
2013-06-10,0.7772808047014601
2013-06-11,-1.5118351501468426
2013-06-12,0.1460615109051227
2013-06-13,-1.4112868958174207
2013-06-14,-0.9828277996095364
2013-06-15,-0.6066194714216973
2013-06-16,-1.338178060294159
2013-06-17,-1.2045853002341578
2013-06-18,-0.472544593575673
2013-06-19,0.5667905783432649
2013-06-20,1.6371281445078398
2013-06-21,1.5765338881746256
2013-06-22,1.3106346708860481
2013-06-23,0.9015599784013256
2013-06-24,0.10349130363538378
2013-06-25,-1.1529742612712919
2013-06-26,-1.2661842243295107
2013-06-27,-0.7462450885968035
2013-06-28,-0.5168010986094439
2013-06-29,0.5984752715635888
2013-06-30,0.8015489214477737
2013-07-01,1.419641804477064
2013-07-02,0.6447429090431313
2013-07-03,-0.945379259727494
2013-07-04,-0.30892564526433997
2013-07-05,-0.04550885346377959
2013-07-06,-1.5667975729578985
2013-07-07,-1.0326141337861001
2013-07-08,-1.6129518567500696
2013-07-09,-1.5726357925106158
2013-07-10,-0.7779897469658782
2013-07-11,1.1418541902439907
2013-07-12,-1.0891739456940546
2013-07-13,0.9530448100639785
2013-07-14,0.289739380815057
2013-07-15,0.7784504078016011
2013-07-16,-0.666414856774143
2013-07-17,0.144097604426057
2013-07-18,0.8219394233058828
2013-07-19,-0.7769523421882626
2013-07-20,-2.0826470446116025
2013-07-21,-0.9664392146740414
2013-07-22,-0.10762740555116494
2013-07-23,0.9979138459140297
2013-07-24,-0.027776647813073273
2013-07-25,-0.5704325538033584
2013-07-26,0.4958420107856337
2013-07-27,0.37739858379038227
2013-07-28,1.4732010785507705
2013-07-29,0.387458474521986
2013-07-30,0.17978592060901744
2013-07-31,-1.0019862396935761
2013-08-01,-0.3715449538500894
2013-08-02,0.8438367882147709
2013-08-03,1.1866695990500191
2013-08-04,1.1297618888010652
2013-08-05,-0.8758445952400158
2013-08-06,-1.5647789817884952
2013-08-07,-0.899738276983344
2013-08-08,-0.7001462258907585
2013-08-09,-0.9757524153444292
2013-08-10,0.2629670637412567
2013-08-11,1.2498484003709525
2013-08-12,0.8063294749526541
2013-08-13,1.3900928567918278
2013-08-14,0.3289874082852372
2013-08-15,-1.1466002196047291
2013-08-16,-1.7426365735361538
2013-08-17,-0.8912779041427313
2013-08-18,-0.16236482620022769
2013-08-19,-0.1518367840326684
2013-08-20,-0.5410258226743272
2013-08-21,0.9879481697962268
2013-08-22,1.489645388518497
2013-08-23,2.0196615838176113
2013-08-24,1.5914464188853605
2013-08-25,-0.19604250593158482
2013-08-26,1.1354257585280207
2013-08-27,0.9534048022068569
2013-08-28,-0.49418311678508625
2013-08-29,0.29661817652335215
2013-08-30,-1.2163998109881902
2013-08-31,-0.9925437661787894
2013-09-01,-0.4304174000260245
2013-09-02,1.0204393925387567
2013-09-03,1.4866925107619353
2013-09-04,0.5886488588898487
2013-09-05,0.5347191608052904
2013-09-06,-0.39605358820818626
2013-09-07,-0.5491145982370057
2013-09-08,-2.004913259209992
2013-09-09,0.04472105572618876
2013-09-10,-0.63560680736193
2013-09-11,0.40433840598047205
2013-09-12,0.7706202060747785
2013-09-13,0.6520661863788716
2013-09-14,0.14447071533883904
2013-09-15,1.2412139181627335
2013-09-16,-1.3092101047093307
2013-09-17,-1.571407826258684
2013-09-18,-1.2056684530987911
2013-09-19,-0.37836722095073305
2013-09-20,-1.1545056228497956
2013-09-21,-1.9841901906831574
2013-09-22,-0.15633986543263767
2013-09-23,0.9723061070598332
2013-09-24,1.0158247391655733
2013-09-25,-0.12495039748179006
2013-09-26,-0.2079067057290516
2013-09-27,0.21121873864548119
2013-09-28,0.6759246479116573
2013-09-29,-1.0722946424586997
2013-09-30,-1.5037440896662193
2013-10-01,-0.15860995280991283
2013-10-02,0.6764340508949154
2013-10-03,0.016572183017507066
2013-10-04,-1.8615869664268985
2013-10-05,0.49069183399730715
2013-10-06,1.0521432237193469
2013-10-07,0.7743441244838958
2013-10-08,0.38543681860791146
2013-10-09,1.0771024430299265
2013-10-10,0.27785817683311936
2013-10-11,-2.1569109921975733
2013-10-12,-0.9174509525046007
2013-10-13,-0.36152439203875436
2013-10-14,-0.021043515188816513
2013-10-15,-0.614026994470856
2013-10-16,-0.13210725141051644
2013-10-17,0.45709186465973783
2013-10-18,-0.4817017887369482
2013-10-19,-1.8220006177172512
2013-10-20,-1.3869693939993253
2013-10-21,-0.729450567459599
2013-10-22,1.4638784931265825
2013-10-23,-0.5161272041301246
2013-10-24,-1.0252529109431376
2013-10-25,-1.2669707240134773
2013-10-26,-0.9089875812467185
2013-10-27,-0.8044074190045992
2013-10-28,-0.713561009487462
2013-10-29,-0.374960475239164
2013-10-30,-0.3849461287164615
2013-10-31,2.1183611167511573
2013-11-01,1.0191056142746866
2013-11-02,-1.9142252013500591
2013-11-03,-1.7988507914132452
2013-11-04,-0.9858049070749606
2013-11-05,-1.6872851733540826
2013-11-06,-0.49876988707636627
2013-11-07,-0.5443722389422689
2013-11-08,-1.6585890926934077
2013-11-09,-0.025288341329485153
2013-11-10,-1.6374333302004418
2013-11-11,-0.11969929664058118
2013-11-12,-1.320439897618521
2013-11-13,-0.3854825365414839
2013-11-14,-0.26632199992283206
2013-11-15,-0.6607895417200966
2013-11-16,-0.8525514875325741
2013-11-17,-1.4955406902831108
2013-11-18,1.4695497451870985
2013-11-19,0.6173963391551527
2013-11-20,0.8791436821443672
2013-11-21,0.4710695571294495
2013-11-22,0.14642076872809923
2013-11-23,0.46181316615484236
2013-11-24,1.8562170418949877
2013-11-25,2.0980763576051613
2013-11-26,1.3970796792689804
2013-11-27,-0.04883372984689806
2013-11-28,-0.4763711964937567
2013-11-29,-1.1195529930616928
2013-11-30,-0.9752838675131569
2013-12-01,-0.7364853795465339
2013-12-02,-0.975503532980457
2013-12-03,-0.79519232080566
2013-12-04,-1.1746120270828018
2013-12-05,-1.0630840959009076
2013-12-06,-1.886021323604003
2013-12-07,-1.4196699077283574
2013-12-08,-0.520182775281884
2013-12-09,-0.8627494799261919
2013-12-10,-1.41594565720706
2013-12-11,0.6428452841033803
2013-12-12,1.9445436482639367
2013-12-13,0.8294283426849576
2013-12-14,-0.5408944556314439
2013-12-15,-1.0749724554348614
2013-12-16,-1.0863087425391809
2013-12-17,-1.3143456691719178
2013-12-18,-0.9024995341784187
2013-12-19,0.522390080294519
2013-12-20,-0.10241017349757651
2013-12-21,-0.9700772721507721
2013-12-22,0.1108327318508723
2013-12-23,-1.3418395922790238
2013-12-24,-1.6337434459121354
2013-12-25,-1.0816219771588094
2013-12-26,-1.7554226314034151
2013-12-27,-1.3862910531649693
2013-12-28,-1.4509246098917987
2013-12-29,-1.2856783188663174
2013-12-30,0.19802773723219733
